sha256,keep,delete,keep_split,delete_split,keep_class,delete_class,class_conflict,cross_split
e3671bda27677e4a2087c08517f64d91147a6cfab17c32e98048fe5a8971e0bf,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.348.jpg,data/carbonate_1223/PPL-1223/val/class20/Stylolite.49.jpg,test,val,class12,class20,True,True
07a9cfd1abd012b39cbbef1693a88ceb49e0933e0fdbea660bf3018cf46c886d,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.352.jpg,data/carbonate_1223/PPL-1223/test/class19/Stromatolite.400.jpg,test,test,class12,class19,True,False
11dd1e8b163efb302bd8ea5270a18403a62ddc574ffe7ee6750d8d1a5be0d4da,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.37.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.330.jpg,test,val,class12,class10,True,True
de5be3381cff4fa31e4bae8f54f35a15ae55f8b58565ac3ba694ac278ab41acf,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.378.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.370.jpg,test,val,class12,class22,True,True
5231e425f743a067d56dedc33be69e703e9660354979f2dfcbb657b5bca938c2,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.4.jpg,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.383.jpg,test,test,class12,class13,True,False
0fb5068cb7e36e5ff1c6b11be3d81106c5665b5d78cb073548232bda425dd129,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.401.jpg,data/carbonate_1223/PPL-1223/val/class1/Arenaceous.916.jpg,test,val,class12,class1,True,True
799769230168684357b889bfad7cd8455f66e19159bdad9c9517eaeb82c5cd69,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.403.jpg,data/carbonate_1223/PPL-1223/val/class7/Finely_crystalline_dolomite.385.jpg,test,val,class12,class7,True,True
c123b854f09c36632aadf4dc3755564946f4f9ac64891342c0d91ef01b8b825d,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.409.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.46.jpg,test,test,class12,class21,True,False
9b8408f8793581c8a2d9d1efc766cd07edaa082320498d49e86c626fd0327e5d,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.417.jpg,data/carbonate_1223/PPL-1223/train/class1/Vug.407.jpg,test,train,class12,class1,True,True
9be871613364d1ee3ab7a26c45bc6a8ee6533cdfe9fc591d6072730cced24e1b,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.418_ARS.jpg,data/carbonate_1223/PPL-1223/val/class1/Arenaceous.910_ARS.jpg,test,val,class12,class1,True,True
c466039e58ae2ffa23ceded0d10b09cfbbda64869c2903b8003cf6301421c96d,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.48.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.120.jpg,test,test,class12,class22,True,False
dc573df459378745159b7ff6dd6b26336bafd5f0db23761778a28b7c41ec13fd,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.59.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.125.jpg,test,test,class12,class22,True,False
027bd95c9634888a96f6f9be95195544e26047badf8ae88669f4a25adee6a12f,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.62.jpg,data/carbonate_1223/PPL-1223/val/class1/Arenaceous.586.jpg,test,val,class12,class1,True,True
7dcd13e276a3f92d87a65c91a7ecabaa2c95e70c876a6943c230a4aea4c3a6b7,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.65.jpg,data/carbonate_1223/PPL-1223/train/class1/Vug.4159.jpg,test,train,class12,class1,True,True
0885cce677bef3fdabd683f96d859e59b3f731bff1cf0cbf2ca4dc7967b02a5e,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.7.jpg,data/carbonate_1223/PPL-1223/test/class6/Evaporite.45.jpg,test,test,class12,class6,True,True
0885cce677bef3fdabd683f96d859e59b3f731bff1cf0cbf2ca4dc7967b02a5e,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.7.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.127.jpg,test,val,class12,class19,True,True
a91e57e143a3c77baf687837e84d1c17294dcc5f81a562fcface7edceb16c963,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.70.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.127.jpg,test,test,class12,class22,True,False
bca28cc183b5e178c757a18b916d28830da4c61dfda05cc7b0773dc49fdf34c0,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.77.jpg,data/carbonate_1223/PPL-1223/train/class22/Vug.268.jpg,test,train,class12,class22,True,True
c23eac686f1b4859879cd4adc00307c8843802310b354e1b83a69aeb40893b1b,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.78.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.336.jpg,test,val,class12,class10,True,True
dfde80295e421fdc54439935210108ade4f7bff6f9a12f4db055c855caec58d5,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.82.jpg,data/carbonate_1223/PPL-1223/test/class20/Stylolite.60.jpg,test,test,class12,class20,True,False
282fb6eff300f5f7c924bd9c140af48374a07fb96333dc0135723dc3a0290926,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.83.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.131.jpg,test,test,class12,class22,True,False
5cb7cc589626af897f1a0a2d2bd5f00f4156831bd73352a1f99e693f519d2c5c,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.84.jpg,data/carbonate_1223/PPL-1223/test/class20/Stylolite.62.jpg,test,test,class12,class20,True,False
d727e2cf651bfc7408af38381ab757d9d5ea0d2625c50b40090f87eada26dd22,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.91.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.339.jpg,test,val,class12,class10,True,True
0605ba2a5eb6233f02a57da8fe0a912defc6eef694b2c3c36b31d899544e0797,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.95.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.132.jpg,test,test,class12,class22,True,False
7bcee3103146af17dbce2d6d7637c708fbf2f0a5388db3d04b2097b5a8e1a17b,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.97.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.134.jpg,test,test,class12,class22,True,False
7a8f073c52a58e3626fbbffa44debb005783cdec27200fceca6838aff187ed9b,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.107_ARS.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.470.jpg,test,train,class13,class10,True,True
3a6810181ece31f0d3abd1eec2e6bd9ea108208d946bcb37ce03836af8528296,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.110.jpg,data/carbonate_1223/PPL-1223/test/class19/Stromatolite.130.jpg,test,test,class13,class19,True,False
3a6810181ece31f0d3abd1eec2e6bd9ea108208d946bcb37ce03836af8528296,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.110.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.107.jpg,test,test,class13,class22,True,False
6f7afff79c20b95bd6c25e72a1dee99ea583e84e9d1fe3e32c1669c54d6b300e,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.114.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.305.jpg,test,val,class13,class19,True,True
6f7afff79c20b95bd6c25e72a1dee99ea583e84e9d1fe3e32c1669c54d6b300e,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.114.jpg,data/carbonate_1223/PPL-1223/train/class22/Vug.246.jpg,test,train,class13,class22,True,True
786684bdcdfa469b61778db99a740e0adc5688e3e41a7fadfd8f81bbadb49618,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.115.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.306.jpg,test,val,class13,class19,True,True
cb7772d3d106532d8c18dc7fb4a10966d10318ab234e6e88371a0f5a71aa7651,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.117_ARS.jpg,data/carbonate_1223/PPL-1223/test/class19/Stromatolite.137.jpg,test,test,class13,class19,True,False
cb7772d3d106532d8c18dc7fb4a10966d10318ab234e6e88371a0f5a71aa7651,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.117_ARS.jpg,data/carbonate_1223/PPL-1223/test/class20/Stylolite.59_ARS.jpg,test,test,class13,class20,True,False
be546f688bf4acaa86f4c1e1b95d5aa4932b9ee39239c1296260aaa8036010ed,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.119.jpg,data/carbonate_1223/PPL-1223/test/class19/Stromatolite.138.jpg,test,test,class13,class19,True,False
9ee0dab1eba6b47f092792e0587633eaa322ecde0c86a799071456cb4b2dcc29,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.121.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.308.jpg,test,val,class13,class19,True,True
9d122857f8c4edc8d04008b2dc8705198e3757374db893d5971045f77da4a31f,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.131.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.322.jpg,test,val,class13,class10,True,True
11eb07ba08a30a704b2da9c64ea6349b7d84c6090e488b67d798eaa2d7e2152b,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.132_ARS.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.323_ARS.jpg,test,val,class13,class10,True,True
40726a275612d142b21758bb7f45788e8664f865402555f943396ec3cb155e6f,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.133.jpg,data/carbonate_1223/PPL-1223/train/class22/Vug.250.jpg,test,train,class13,class22,True,True
29b69cdbdc300e4fe4fc586a6c04787878361c251abda19032c2a0291108cac7,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.137.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.110.jpg,test,test,class13,class22,True,False
186fc61f2fde2c608be2a9aea5ca8a5be2e4d2a46530913e8a4f3e863419d64a,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.139.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.19.jpg,test,val,class13,class10,True,True
a8ba3b4040e72806e350bc752a9ad8498c940549d3038f0dd7e712e23d8927e3,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.146.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.3.jpg,test,val,class13,class19,True,True
ecba81a5ec537dac5d95e0bcaaa3aba7f6571c3a44eade290564f0717662c2d8,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.147.jpg,data/carbonate_1223/PPL-1223/train/class12/Micritic_dolomite.2636.jpg,test,train,class13,class12,True,True
394fc417021cd391a98db41f6def36ee20fcfbc0a83004025c30d51c4bf3336d,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.148_ARS.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.192_ARS.jpg,test,test,class13,class22,True,False
4769e79b6b6936806cf01ff5d6591a93579257b9109c778e5499f1bd3a486b73,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.151.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.590.jpg,test,train,class13,class10,True,True
e089631ca368817f57e162653e41cd05f99b5ad650eb0d82d4ee99ccdcf57903,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.153_ARS.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.193_ARS.jpg,test,test,class13,class22,True,False
7c43aab1a5fd1aba1a4628e6246fc12176cbebba1af89cf09f657b981760b8ae,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.157_ARS.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.224_ARS.jpg,test,train,class13,class10,True,True
e0695423ab1268fbaf784a7a5b5e036316586dcd8069a70a92a30ea7cc837759,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.163.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.605.jpg,test,train,class13,class10,True,True
e8eb6001905a3c9ec202016a67ed3fd0c7680617a6a3ecdabae9393e70f68285,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.165.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.608.jpg,test,train,class13,class10,True,True
98d472d73b76ea962d27d62d2ff9d284313943a5b699da8fd4170a72ac4edc3e,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.168.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.4.jpg,test,val,class13,class19,True,True
aaeb46f574adc3ea8c3a8b9b7c2b3b17f6fd6af0e6c0172dd2924bd7f1476731,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.177_ARS.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.89_ARS.jpg,test,test,class13,class2,True,False
0eaff8942436ba2ef1b57bbfc668f1c05b6be9c1777a5254381c8ffa7960dabb,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.179.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.1643.jpg,test,val,class13,class22,True,True
6ef7365799a6daee477bb90a4dea0093c35472686662b001196bd6c5781f85c6,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.184.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.200.jpg,test,test,class13,class22,True,False
6aae194ef82b1b5c4acaa1fc0f87f4ad850e04b3c425aef16d382991e992dc7e,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.185_ARS.jpg,data/carbonate_1223/PPL-1223/train/class22/Vug.347_ARS.jpg,test,train,class13,class22,True,True
ed2a77588d32d83268df680a87c1fd2287a1b340da74ab5b4a2b41f8b0565719,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.188_ARS.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.33_ARS.jpg,test,val,class13,class10,True,True
44558fbbce4a15205e50ece18bed9e2e4039365f453602fd44e6dbf9574ed635,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.201.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.331.jpg,test,val,class13,class10,True,True
6af27bc1f424dcdf9d9b96fc3dbaceb3033bd68469c1edfd77f24c21305e8207,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.206.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.389.jpg,test,test,class13,class22,True,False
2e00ba11780f974f999ed681ca8ffaf8d85f64d59f3ee9349817407f447df74d,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.213_ARS.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.93_ARS.jpg,test,val,class13,class10,True,True
bd84c66b7342e82a076f341fcf255bedd1a65213e29902c9d77e7adb338e838c,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.216.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.95.jpg,test,val,class13,class10,True,True
432b083b3d4df301395c27c1237720de3ea8222d1c56bd7372514fe3ef6c08d5,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.218.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.823.jpg,test,train,class13,class10,True,True
3147e349e8560239192ea6ebe813e3a140d22c5a613bbf1f807991b843dd4ca1,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.224.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.287.jpg,test,train,class13,class10,True,True
59d79c8d9c41397754dc67d105a3c2ea397748096fa5d78dae36412559cee2c4,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.24.jpg,data/carbonate_1223/PPL-1223/train/class20/Stylolite.2.jpg,test,train,class13,class20,True,True
4150e08d3f3abb890bdb95b5c21596532c9073a73c20a1fdea78c7c152ed44fe,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.241.jpg,data/carbonate_1223/PPL-1223/val/class1/Arenaceous.139.jpg,test,val,class13,class1,True,True
af049f56e5142ff230392f6a409da1a7c9870f65efdeded6bb686fd9cbbb6c2c,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.243.jpg,data/carbonate_1223/PPL-1223/train/class22/Vug.3180.jpg,test,train,class13,class22,True,True
68b39f7f6ffacca8858a388f085c2db96fa99f1aa4559fe862e3e75aea96e315,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.290.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.1655.jpg,test,val,class13,class22,True,True
7dfb4fb66b8a4da6af81be2fdc8e9710df8ad26762d257bfe76e3f3550b99684,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.316.jpg,data/carbonate_1223/PPL-1223/train/class22/Vug.5222.jpg,test,train,class13,class22,True,True
0d0fc87261c5d7ab47d8e30bf1ee0578cbf0314cd4e76a691cd4a417a76fe90c,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.325.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.313.jpg,test,test,class13,class2,True,False
64a8337b73059fa6ac2d47dffedc715d8126657a509fb557805b25507dd0a669,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.326.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.916.jpg,test,test,class13,class22,True,True
64a8337b73059fa6ac2d47dffedc715d8126657a509fb557805b25507dd0a669,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.326.jpg,data/carbonate_1223/PPL-1223/val/class2/Bioclastics.772.jpg,test,val,class13,class2,True,True
01f6be68540d71e2b5f9e138423de40a3a9420b55fc25ec2c275ef2283dacce2,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.327.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.346.jpg,test,test,class13,class2,True,False
25c18765783477a71cd4e20eb35f5cef09b497bd0276ae5c86036f24fc7c96eb,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.329_ARS.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.351_ARS.jpg,test,test,class13,class2,True,False
2e3b30e3e2e9255900a0dd180920084f154b4f63cf71740f6535475712f94beb,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.330.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.353.jpg,test,test,class13,class2,True,False
508959381607cd8ef3d0d7a0cf6ef2127574a27fd52a6524b059b18b73193301,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.331.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.381.jpg,test,test,class13,class2,True,False
c7712bbae421ca002951f678fca5b028458c8c6a6d727e111daddf0b48f74876,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.332(1).jpg,data/carbonate_1223/PPL-1223/val/class2/Bioclastics.793.jpg,test,val,class13,class2,True,True
7a2e06d59f59168d15a54dab0b544aee2d2e0e2e9e1fbc3540dfb2fe0c7baa03,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.333.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.386.jpg,test,test,class13,class2,True,False
8c8d9f506bb6f4ccdd4495a7eb6a613b38d5908e31c0a8937ef2872d3435f56a,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.336.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.389.jpg,test,test,class13,class2,True,False
b9e2a937a8bbe3c1db8695e928538a0b00bcfe62fc1a25e08cf0b88b68abd745,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.338_ARS.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.261_ARS.jpg,test,val,class13,class10,True,True
8ca671bffcf315a03804b017a5fc74039b56aa441429a51be71edf3d2f2d9aab,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.340.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.393.jpg,test,test,class13,class2,True,True
8ca671bffcf315a03804b017a5fc74039b56aa441429a51be71edf3d2f2d9aab,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.340.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.230.jpg,test,train,class13,class10,True,True
b4cc385e9596795d2f7fb5e40412acb8347ce3f680fe40f55a38c7c0982be245,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.345.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.400_ARS.jpg,test,test,class13,class2,True,False
853a7ef028441f3554efa4a32c492933072af09bea15207094d8bab6eb240e68,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.348.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.403.jpg,test,test,class13,class2,True,False
e2f101efaff2b7ae71bea80d2d0c7af3b0078bb2132a1eb106e23571fb8bdcba,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.35.jpg,data/carbonate_1223/PPL-1223/train/class20/Stylolite.13.jpg,test,train,class13,class20,True,True
f1d01707530ad9b936633e382da1ed7f2f37a417c330396b29aabffc7ebd7f2a,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.350.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.414.jpg,test,test,class13,class2,True,True
f1d01707530ad9b936633e382da1ed7f2f37a417c330396b29aabffc7ebd7f2a,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.350.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.264.jpg,test,val,class13,class10,True,True
93d0adda99f2ee836a929a3788247462fd8f74c4a0fee9bdad836ae429aa312b,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.351.jpg,data/carbonate_1223/PPL-1223/val/class2/Bioclastics.799.jpg,test,val,class13,class2,True,True
d7d7f05802baa9c564ffbe1ed7aec5d4657c03b86a39ba6501049f194ebb3851,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.352.jpg,data/carbonate_1223/PPL-1223/val/class2/Bioclastics.802.jpg,test,val,class13,class2,True,True
0361ba4eaa2efd6ce9954936684f81f36e3c6d097a8ef35e2afb05075316dafb,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.353.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.416.jpg,test,test,class13,class2,True,False
d172b4cb30b42c6db496d5b1bfd904518fa33e6a8709a1323b9d40bf81e80cfa,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.356_ARS.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.419_ARS.jpg,test,test,class13,class2,True,False
d6529fbe0c25e0be4239defe1442c7985bb566ebce14a165d909a36fe1c92850,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.360_ARS.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.422_ARS.jpg,test,test,class13,class2,True,False
a4f58b9d29be30e31f1bfb2c7b7b4511313079f963f3791d26e50a3d6de69e01,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.361_ARS.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.1_ARS.jpg,test,test,class13,class2,True,False
672d572b38df8ae0a0f9456ee6e24888e9eccd2a1bea7d4b3592a14cb60a0d58,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.366.jpg,data/carbonate_1223/PPL-1223/val/class10/Fracture.269.jpg,test,val,class13,class10,True,True
54c23c11651e3f47937fbed11cd9a9792c32043d653a7a821730ce57d871de90,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.375_ARS.jpg,data/carbonate_1223/PPL-1223/val/class12/Micritic_dolomite.408_ARS.jpg,test,val,class13,class12,True,True
dfd0bc5189509bfec672c8789064fe6e7b076308709790e7157303327fc52d09,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.376.jpg,data/carbonate_1223/PPL-1223/train/class10/Fracture.478_ARS.jpg,test,train,class13,class10,True,True
dc1f4c8e0ca0c73987531bc0d1357b919390787aff679349f4b458c0529cf15b,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.12.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.1066.jpg,test,val,class14,class22,True,True
736160327b1b5ee6ddec139fa206da3a27db65dac1094db807e0482108ea8c6d,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.20.jpg,data/carbonate_1223/PPL-1223/test/class7/Finely_crystalline_dolomite.431.jpg,test,test,class14,class7,True,True
736160327b1b5ee6ddec139fa206da3a27db65dac1094db807e0482108ea8c6d,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.20.jpg,data/carbonate_1223/PPL-1223/val/class11/Grape.27.jpg,test,val,class14,class11,True,True
3a936d5e196428b9abe6ab25bd7f901813ab191a6f6c329c47aaba5ceaa7791f,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.21.jpg,data/carbonate_1223/PPL-1223/test/class7/Finely_crystalline_dolomite.432.jpg,test,test,class14,class7,True,True
3a936d5e196428b9abe6ab25bd7f901813ab191a6f6c329c47aaba5ceaa7791f,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.21.jpg,data/carbonate_1223/PPL-1223/val/class11/Grape.28.jpg,test,val,class14,class11,True,True
8f8f97ea97161fecc4eb5334f46d4464471f4907c8f83a3a3fb964d381330558,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.31.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.1115.jpg,test,val,class14,class22,True,True
b79b7a15ac6e8d94d70f1a625f1f067f78bd60aaea27832e102bc4fcfc2d9528,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.32.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.1117.jpg,test,val,class14,class22,True,True
041a7ab95146074a768e9739c9373d311acade9c0567d26b4e52cfd400e45c9b,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.4.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.695.jpg,test,test,class14,class22,True,True
041a7ab95146074a768e9739c9373d311acade9c0567d26b4e52cfd400e45c9b,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.4.jpg,data/carbonate_1223/PPL-1223/val/class11/Grape.26.jpg,test,val,class14,class11,True,True
583cf02f2c17eae06097878580578c72dc9bb1a8668b062235fb3193e0f2c09d,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.8.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.700.jpg,test,test,class14,class22,True,False
9ee38cbb9616d85109f05c11906ad1b17657a80c4b9b6b5e137e8a89e9458ed6,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.9.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.703.jpg,test,test,class14,class22,True,False
bcdb75342dce792112b0f0d333e732f63fc14d500dcf09094c18122b1a74d0df,data/carbonate_1223/PPL-1223/test/class16/Oconlite.1.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.739.jpg,test,test,class16,class22,True,True
bcdb75342dce792112b0f0d333e732f63fc14d500dcf09094c18122b1a74d0df,data/carbonate_1223/PPL-1223/test/class16/Oconlite.1.jpg,data/carbonate_1223/PPL-1223/val/class9/Foam.163.jpg,test,val,class16,class9,True,True
bcdb75342dce792112b0f0d333e732f63fc14d500dcf09094c18122b1a74d0df,data/carbonate_1223/PPL-1223/test/class16/Oconlite.1.jpg,data/carbonate_1223/PPL-1223/train/class4/Coarse_crystal_dolomite.1.jpg,test,train,class16,class4,True,True
da2738d4855921629e107bb65be60b9b1b3b554d1c73cde0ba24985ecdb43338,data/carbonate_1223/PPL-1223/test/class17/1.jpg,data/carbonate_1223/PPL-1223/train/class2/Bioclastics.1_ARS.jpg,test,train,class17,class2,True,True
